Name,Review count,Category,Rating,Price,Latitude,Longitude,Review,Rating binary,Neighborhood
Hot Sauce and Panko,1273,Chicken Wings,4.5,$,37.794505,-122.417957,"['4.5 stars rounded up \n\nIf plain chicken & waffles bore you to death, the flavor options at Hot Sauce & Panko are sure to liven up your life, or at the very...', 'Tried hot sauce and Panko for the first time and it exceeded my expectations.\n\nThe chicken was very high quality. We got the lemon pepper boneless wings,...', ""The food was okay!\n\nI got a BBQ sauced chicken sandwich (one of three flavors), fries, and wing order with Chris's sauce.\n\nEverything was lacking a pow...""]",4.5,
Cha-Ya San Francisco,1265,Japanese,4.0,$$,37.760753,-122.421787,"['On a cold, gloomy Sunday afternoon in SF, my girlfriend and I were looking for something to warm us up and pick us up a little bit. We were walking around...', 'Friendly staff and a great place to go for vegetarian food :)\n\nWe walked by and smelled how good the food was so we decided to try. The sudomono salad was...', ""I've had some perception from the past reviews that you may have to sacrifice the taste in order to be vegan. It's not the case here but Cha-Ya is actually...""]",4.0,
Udon Mugizo,1251,Japanese,4.0,$$,37.78501,-122.431741,"['I always come here and almost always get the mentai cream udon. I definitely think this is a great spot for a casual dinner with a friend, as other reviews...', 'I think this place is okay if you want a quick lunch/dinner, nothing crazy.\n\nI got the deluxe udon with tempura, pork belly, and tender beef. The beef did...', 'Less toppings then more expensive then last visit. It was not even 1 year ago. \nmore expensive then less food in bowl is unacceptable!! \nNow charge for tea....']",4.0,
Presidio Social Club,1251,American (New),3.5,$$,37.7971000224352,-122.447941750288,"['Sat at the bar for dinner. Nice atmosphere, but high prices.  Burger was tasty and heirloom salad was spot on. Two burgers, one shared appetizer, one beer ,...', ""Meh\n\nBrunch on Saturday with friends. it's an ok place if you have no where else to eat or the location is convenient but the food is just ok and the..."", 'Came in for brunch -- While the quality of food was good, the portions were quite small, and even though we ordered one entrée per person, I felt like I...']",3.5,
The Ramp Restaurant,1245,American (Traditional),3.5,$$,37.76541,-122.38669,"[""Came here to support friends who were scheduled to play.  \nStaff: Melele (spelling??) is one of the bouncers but he was on his day off. He's got an awesome..."", ""I hate that this place didn't live up to what I expected as I was super disappointed with coming here. My main points are below:\n\n1) ordering drinks from..."", 'The location of this place has SO much potential, but we were left very unhappy with the service.\n\nWe put our name down and were told there was a seating...']",3.5,
Cinderella Bakery & Cafe,1239,Bakeries,4.0,$$,37.77745,-122.46374,"[""A note of appreciation for what I've come to embrace as the best lunch in San Francisco. On more weekends than I can count these friendly folks have been..."", ""3.5 stars.\n\nI discovered Cinderella's CHOCOLATE w/ hazelnut cookie at a holiday party in San Francisco on December 20, 2014. No doubt, the cookie monster in..."", 'Wow! This place is always very busy. The first time I did give up standing in a very long line so had to come back the following day when it was more...']",4.0,
Escape From New York Pizza,1217,Pizza,4.0,$,37.7694456,-122.4512722,,4.0,
Sam Wo Restaurant,1211,Chinese,4.0,$$,37.7942543029785,-122.405113220215,"['Got here on a Friday night around 7:30 PM for a table of one. I ended up sitting upstairs where they had more seating and was handed some laminated menus to...', ""Sam Wo Restaurant is a San Francisco classic, not just to Chinatown but to the entire city. Located directly across the street from the children's..."", 'After hearing and reading about their bbq pork rolls, I knew I had to give it a try. I was taking a stroll through the neighborhood and decided to give it a...']",4.0,
Seven Hills,1203,Italian,4.5,$$$,37.7981712,-122.4186984,"[""Amazing place. Freshest pasta I've had in SF\n\nThe waiter was possibly the most professional and efficient waiter I've ever had. I'm going back to SF soon..."", ""We had a great meal here.   The cheesy focaccia is a great way to start.   The polpette was delicious,  but beware it's a large size  portion,  it's enough..."", 'Great Italian restaurant! We had a reservation for about 6pm on a Thursday night and got seated right away upon arrival \n\nAll of the dishes we ordered were...']",4.5,
District San Francisco,1196,Wine Bars,4.0,$$,37.778613006412,-122.393322239596,"['Fun vibes and ambience at this place - we went on a Friday night and it was packed. Would recommend making reservations as we did. We ordered the wine...', 'In short our 2nd visit was a much better experience and enough to turn it around for us and say we will be back when in the area. \n\nORDER\nMargherita...', ""Came to District on a random whim. I would give 3.5 stars if it wasn't for the service. \n\nWalked in around dinner time and during a playoff game and were...""]",4.0,
La Ciccia,1192,Seafood,4.5,$$$,37.7420027017,-122.426627318,"['Continues to be one of the best places in SF. \n\nWe had the prawns to stars off with. Delicious. The sauce was so good we sopped it up with the bread and...', 'Yum!\n\nTheir pastas ARE more delicious at the restaurant!\n\nHad the spicy spaghetti (yummy it has that fishy stank I love), truffle gnocchi (too creamy for me...', ""Great local spot. \nLoved: \nPasta with cured fish roe- rich and al dente\nBurrata with Arugula - super aromatic\n\nOkay: Fusilli with sea urchin. I couldn't...""]",4.5,
La Fusión,1182,Latin American,4.5,$$,37.7916357455614,-122.403691572642,"['Honestly one of my favorite places to eat in downtown. Everything is so good and all made by one man. Eddie puts so much love into each meal and for being a...', 'Wow! This special family-owned restaraunt amazed us with their unique menu. We ordered several appetizers, main courses and desserts and each item impressed...', 'Had lunch here with a couple co-workers, and we enjoyed the food. The person that greeted us was the host, server, and chef until a bit before we were...']",4.5,
La Fusión,1182,Latin American,4.5,$$,37.7916357455614,-122.403691572642,"['Honestly one of my favorite places to eat in downtown. Everything is so good and all made by one man. Eddie puts so much love into each meal and for being a...', 'Wow! This special family-owned restaraunt amazed us with their unique menu. We ordered several appetizers, main courses and desserts and each item impressed...', 'Had lunch here with a couple co-workers, and we enjoyed the food. The person that greeted us was the host, server, and chef until a bit before we were...']",4.5,
Lapisara Eatery,1175,Breakfast & Brunch,4.5,$$,37.7878344,-122.4131853,"['Delicious food, great service, warm & welcoming ambiance, cute decor/theme... \n\nStopped by after running errands in The City, and we were pleasantly...', 'Lapisara is a very fun and different restaurant\nI really appreciate the thai-inspired creations \n\nFor brunch, would definitely recommend these:\n\n- Holy...', 'Lapisara is a sanctuary from the rest of Lower Nob Hill. See photo with King Liquor right outside hehe. \n\nTheir interior was bright and refreshing yet...']",4.5,
Cracked & Battered - Potrero Hill,1167,Breakfast & Brunch,4.5,$$,37.76266,-122.39719,,4.5,
Palm House,1160,Breakfast & Brunch,4.0,$$,37.797772,-122.432887,"[""My friend and I came here for restaurant week brunch. This was my second time here. I've been here once before for dinner and ordered the jerk chicken, and..."", 'What a cute and vibrant place to enjoy some brunch!! Absolutely loved the atmosphere and ambiance, and they have great music too!\n\nLots of fruity drinks to...', 'Love this spot!!!\nFeels like a vacation\nOur favorites were:\n-Chicken sando\n-Pina colata (ask for minimal ice)\n-Poke\n-Grilled short ribs']",4.0,
IPOT,1158,Chinese,4.0,$$$,37.7639770507812,-122.473213195801,"['A solid place to come to when in the mood for hotpot. They have a good assortment of broths, meats, seafoods, veggies, noodles, as well as hot dim sum. You...', ""Didn't meet our expectations :( We came in on Sunday evening without reservations but were seated right away upstairs. Ordering process was really smooth--..."", 'Super cool that you can do both bbq and hotpot here! Quality of meat is good, I really liked that they have beef belly and a bunch of different broth...']",4.0,
Old Jerusalem Restaurant,1150,Middle Eastern,4.0,$$,37.7495007,-122.4184218,"['Love the service, food, and ambiance at the patio. \n\nWhen we first walked in, we were greeted and the guy suggested we try the patio. We hesitated at first...', 'I was in the mood for some Shawarma, I was missing the easily available Shawarma on every other street corner in NYC. \n\nThe food was fresh, good flavor, and...', ""I'd give this a 4.5, but alas.\n\nSimply put, this is some of the best Middle Eastern food I've ever had. I had the shawarma with lamb and beef, along with...""]",4.0,
Pancake Boy,1143,Breakfast & Brunch,4.0,$$,37.75124,-122.43213,"['Came right on time for a little brunch this past Saturday. Everything my partner and I order was delicious. For myself I ordered the pistachio latte and...', 'Nice, but lacking finesse. Good food, generous servings. \n\nWill return in my next visit to Noe Valley.', 'Great brunch spot! We got in line on a Saturday afternoon and were quickly seated after a 10 min wait. \n\nLots of great options on the menu including a great...']",4.0,
